시도 구분,시군구 구분,특수진료실 구분1,특수진료실 구분2,병실 수,병상 수
인천,남동구,특수진료실,방사선옥소입원치료실,2,2
인천,연수구,특수진료실,방사선옥소입원치료실,0,0
인천,계양구,특수진료실,방사선옥소입원치료실,0,0
인천,강화군,특수진료실,방사선옥소입원치료실,0,0
인천,옹진군,특수진료실,방사선옥소입원치료실,0,0
광주,동구,특수진료실,방사선옥소입원치료실,4,4
광주,북구,특수진료실,방사선옥소입원치료실,0,0
광주,서구,특수진료실,방사선옥소입원치료실,0,0
광주,광산구,특수진료실,방사선옥소입원치료실,0,0
광주,남구,특수진료실,방사선옥소입원치료실,0,0
대전,유성구,특수진료실,방사선옥소입원치료실,0,0
대전,대덕구,특수진료실,방사선옥소입원치료실,0,0
대전,서구,특수진료실,방사선옥소입원치료실,5,5
대전,동구,특수진료실,방사선옥소입원치료실,0,0
대전,중구,특수진료실,방사선옥소입원치료실,2,2
울산,남구,특수진료실,방사선옥소입원치료실,2,2
울산,동구,특수진료실,방사선옥소입원치료실,2,2
울산,중구,특수진료실,방사선옥소입원치료실,0,0
울산,북구,특수진료실,방사선옥소입원치료실,0,0
울산,울주군,특수진료실,방사선옥소입원치료실,0,0
세종,세종시,특수진료실,방사선옥소입원치료실,0,0
경기,가평군,특수진료실,방사선옥소입원치료실,0,0
경기,양평군,특수진료실,방사선옥소입원치료실,0,0
경기,여주시,특수진료실,방사선옥소입원치료실,0,0
경기,연천군,특수진료실,방사선옥소입원치료실,0,0
경기,광명시,특수진료실,방사선옥소입원치료실,0,0
경기,동두천시,특수진료실,방사선옥소입원치료실,0,0
경기,부천시,특수진료실,방사선옥소입원치료실,4,4
경기,성남시 수정구,특수진료실,방사선옥소입원치료실,0,0
경기,성남시 중원구,특수진료실,방사선옥소입원치료실,0,0
경기,성남시 분당구,특수진료실,방사선옥소입원치료실,5,5
경기,수원시 권선구,특수진료실,방사선옥소입원치료실,0,0
경기,수원시 장안구,특수진료실,방사선옥소입원치료실,0,0
경기,수원시 팔달구,특수진료실,방사선옥소입원치료실,1,1
경기,수원시 영통구,특수진료실,방사선옥소입원치료실,3,3
경기,안양시 만안구,특수진료실,방사선옥소입원치료실,0,0
경기,안양시 동안구,특수진료실,방사선옥소입원치료실,1,2
경기,의정부시,특수진료실,방사선옥소입원치료실,0,0
경기,과천시,특수진료실,방사선옥소입원치료실,0,0
경기,구리시,특수진료실,방사선옥소입원치료실,0,0
경기,안산시 단원구,특수진료실,방사선옥소입원치료실,1,1
경기,안산시 상록구,특수진료실,방사선옥소입원치료실,0,0
경기,평택시,특수진료실,방사선옥소입원치료실,0,0
경기,하남시,특수진료실,방사선옥소입원치료실,0,0
경기,군포시,특수진료실,방사선옥소입원치료실,0,0
경기,남양주시,특수진료실,방사선옥소입원치료실,0,0
경기,의왕시,특수진료실,방사선옥소입원치료실,0,0
경기,시흥시,특수진료실,방사선옥소입원치료실,0,0
경기,오산시,특수진료실,방사선옥소입원치료실,0,0
경기,고양시 덕양구,특수진료실,방사선옥소입원치료실,1,1
경기,고양시 일산 서구,특수진료실,방사선옥소입원치료실,0,0
경기,고양시 일산 동구,특수진료실,방사선옥소입원치료실,5,5
경기,용인기흥구,특수진료실,방사선옥소입원치료실,0,0
경기,용인수지구,특수진료실,방사선옥소입원치료실,0,0
경기,용인처인구,특수진료실,방사선옥소입원치료실,0,0
경기,이천시,특수진료실,방사선옥소입원치료실,0,0
경기,파주시,특수진료실,방사선옥소입원치료실,0,0
경기,김포시,특수진료실,방사선옥소입원치료실,0,0
경기,안성시,특수진료실,방사선옥소입원치료실,0,0
경기,화성시,특수진료실,방사선옥소입원치료실,2,2
경기,광주시,특수진료실,방사선옥소입원치료실,0,0
경기,양주시,특수진료실,방사선옥소입원치료실,0,0
경기,포천시,특수진료실,방사선옥소입원치료실,0,0
강원,고성군,특수진료실,방사선옥소입원치료실,0,0
강원,양구군,특수진료실,방사선옥소입원치료실,0,0
강원,양양군,특수진료실,방사선옥소입원치료실,0,0
강원,영월군,특수진료실,방사선옥소입원치료실,0,0
강원,인제군,특수진료실,방사선옥소입원치료실,0,0
강원,정선군,특수진료실,방사선옥소입원치료실,0,0
강원,철원군,특수진료실,방사선옥소입원치료실,0,0
강원,평창군,특수진료실,방사선옥소입원치료실,0,0
강원,홍천군,특수진료실,방사선옥소입원치료실,0,0
강원,화천군,특수진료실,방사선옥소입원치료실,0,0
강원,횡성군,특수진료실,방사선옥소입원치료실,0,0
강원,강릉시,특수진료실,방사선옥소입원치료실,0,0
강원,동해시,특수진료실,방사선옥소입원치료실,0,0
강원,속초시,특수진료실,방사선옥소입원치료실,0,0
강원,원주시,특수진료실,방사선옥소입원치료실,1,1
강원,춘천시,특수진료실,방사선옥소입원치료실,0,0
강원,태백시,특수진료실,방사선옥소입원치료실,0,0
강원,삼척시,특수진료실,방사선옥소입원치료실,0,0
충북,괴산군,특수진료실,방사선옥소입원치료실,0,0
충북,단양군,특수진료실,방사선옥소입원치료실,0,0
충북,보은군,특수진료실,방사선옥소입원치료실,0,0
충북,영동군,특수진료실,방사선옥소입원치료실,0,0
충북,옥천군,특수진료실,방사선옥소입원치료실,0,0
충북,음성군,특수진료실,방사선옥소입원치료실,0,0
충북,진천군,특수진료실,방사선옥소입원치료실,0,0
충북,증평군,특수진료실,방사선옥소입원치료실,0,0
충북,청주시 상당구,특수진료실,방사선옥소입원치료실,0,0
충북,청주시 흥덕구,특수진료실,방사선옥소입원치료실,0,0
충북,청주시 청원구,특수진료실,방사선옥소입원치료실,0,0
충북,청주시 서원구,특수진료실,방사선옥소입원치료실,0,0
충북,충주시,특수진료실,방사선옥소입원치료실,0,0
충북,제천시,특수진료실,방사선옥소입원치료실,0,0
충남,금산군,특수진료실,방사선옥소입원치료실,0,0
충남,당진시,특수진료실,방사선옥소입원치료실,0,0
충남,부여군,특수진료실,방사선옥소입원치료실,0,0
충남,서천군,특수진료실,방사선옥소입원치료실,0,0
충남,예산군,특수진료실,방사선옥소입원치료실,0,0
충남,청양군,특수진료실,방사선옥소입원치료실,0,0
충남,홍성군,특수진료실,방사선옥소입원치료실,0,0
충남,태안군,특수진료실,방사선옥소입원치료실,0,0
충남,천안시 서북구,특수진료실,방사선옥소입원치료실,0,0
충남,천안시 동남구,특수진료실,방사선옥소입원치료실,4,4
충남,공주시,특수진료실,방사선옥소입원치료실,0,0
충남,보령시,특수진료실,방사선옥소입원치료실,0,0
충남,아산시,특수진료실,방사선옥소입원치료실,0,0
충남,서산시,특수진료실,방사선옥소입원치료실,0,0
충남,논산시,특수진료실,방사선옥소입원치료실,0,0
충남,계룡시,특수진료실,방사선옥소입원치료실,0,0
전북,고창군,특수진료실,방사선옥소입원치료실,0,0
전북,무주군,특수진료실,방사선옥소입원치료실,0,0
전북,부안군,특수진료실,방사선옥소입원치료실,0,0
전북,순창군,특수진료실,방사선옥소입원치료실,0,0
전북,완주군,특수진료실,방사선옥소입원치료실,0,0
전북,임실군,특수진료실,방사선옥소입원치료실,0,0
전북,장수군,특수진료실,방사선옥소입원치료실,0,0
전북,진안군,특수진료실,방사선옥소입원치료실,0,0
전북,군산시,특수진료실,방사선옥소입원치료실,2,2
전북,남원시,특수진료실,방사선옥소입원치료실,0,0
전북,익산시,특수진료실,방사선옥소입원치료실,0,0
전북,전주시 완산구,특수진료실,방사선옥소입원치료실,2,2
전북,전주시 덕진구,특수진료실,방사선옥소입원치료실,0,0
전북,정읍시,특수진료실,방사선옥소입원치료실,0,0
전북,김제시,특수진료실,방사선옥소입원치료실,0,0
전남,강진군,특수진료실,방사선옥소입원치료실,0,0
전남,고흥군,특수진료실,방사선옥소입원치료실,0,0
전남,곡성군,특수진료실,방사선옥소입원치료실,0,0
전남,구례군,특수진료실,방사선옥소입원치료실,0,0
전남,담양군,특수진료실,방사선옥소입원치료실,0,0
전남,무안군,특수진료실,방사선옥소입원치료실,0,0
전남,보성군,특수진료실,방사선옥소입원치료실,0,0
전남,신안군,특수진료실,방사선옥소입원치료실,0,0
전남,영광군,특수진료실,방사선옥소입원치료실,0,0
전남,영암군,특수진료실,방사선옥소입원치료실,0,0
전남,완도군,특수진료실,방사선옥소입원치료실,0,0
전남,장성군,특수진료실,방사선옥소입원치료실,0,0
전남,장흥군,특수진료실,방사선옥소입원치료실,0,0
전남,진도군,특수진료실,방사선옥소입원치료실,0,0
전남,함평군,특수진료실,방사선옥소입원치료실,0,0
전남,해남군,특수진료실,방사선옥소입원치료실,0,0
전남,화순군,특수진료실,방사선옥소입원치료실,5,5
전남,나주시,특수진료실,방사선옥소입원치료실,0,0
전남,목포시,특수진료실,방사선옥소입원치료실,0,0
전남,순천시,특수진료실,방사선옥소입원치료실,0,0
전남,여수시,특수진료실,방사선옥소입원치료실,0,0
전남,광양시,특수진료실,방사선옥소입원치료실,0,0
경북,고령군,특수진료실,방사선옥소입원치료실,0,0
경북,군위군,특수진료실,방사선옥소입원치료실,0,0
경북,봉화군,특수진료실,방사선옥소입원치료실,0,0
경북,성주군,특수진료실,방사선옥소입원치료실,0,0
경북,영덕군,특수진료실,방사선옥소입원치료실,0,0
경북,영양군,특수진료실,방사선옥소입원치료실,0,0
경북,예천군,특수진료실,방사선옥소입원치료실,0,0
경북,울릉군,특수진료실,방사선옥소입원치료실,0,0
경북,울진군,특수진료실,방사선옥소입원치료실,0,0
경북,의성군,특수진료실,방사선옥소입원치료실,0,0
경북,청도군,특수진료실,방사선옥소입원치료실,0,0
경북,청송군,특수진료실,방사선옥소입원치료실,0,0
경북,칠곡군,특수진료실,방사선옥소입원치료실,0,0
경북,경주시,특수진료실,방사선옥소입원치료실,0,0
경북,구미시,특수진료실,방사선옥소입원치료실,0,0
경북,김천시,특수진료실,방사선옥소입원치료실,0,0
경북,안동시,특수진료실,방사선옥소입원치료실,0,0
경북,영주시,특수진료실,방사선옥소입원치료실,0,0
경북,영천시,특수진료실,방사선옥소입원치료실,0,0
경북,포항시 남구,특수진료실,방사선옥소입원치료실,0,0
경북,포항시 북구,특수진료실,방사선옥소입원치료실,0,0
경북,문경시,특수진료실,방사선옥소입원치료실,0,0
경북,상주시,특수진료실,방사선옥소입원치료실,0,0
경북,경산시,특수진료실,방사선옥소입원치료실,0,0
경남,거창군,특수진료실,방사선옥소입원치료실,0,0
경남,고성군,특수진료실,방사선옥소입원치료실,0,0
경남,남해군,특수진료실,방사선옥소입원치료실,0,0
경남,산청군,특수진료실,방사선옥소입원치료실,0,0
경남,의령군,특수진료실,방사선옥소입원치료실,0,0
경남,창녕군,특수진료실,방사선옥소입원치료실,0,0
경남,하동군,특수진료실,방사선옥소입원치료실,0,0
경남,함안군,특수진료실,방사선옥소입원치료실,0,0
경남,함양군,특수진료실,방사선옥소입원치료실,0,0
경남,합천군,특수진료실,방사선옥소입원치료실,0,0
경남,김해시,특수진료실,방사선옥소입원치료실,0,0
경남,사천시,특수진료실,방사선옥소입원치료실,0,0
경남,진주시,특수진료실,방사선옥소입원치료실,1,1
경남,창원시 마산회원구,특수진료실,방사선옥소입원치료실,2,2
경남,창원시 마산합포구,특수진료실,방사선옥소입원치료실,2,2
경남,창원시 진해구,특수진료실,방사선옥소입원치료실,0,0
경남,창원시 의창구,특수진료실,방사선옥소입원치료실,0,0
경남,창원시 성산구,특수진료실,방사선옥소입원치료실,2,2
경남,통영시,특수진료실,방사선옥소입원치료실,0,0
경남,밀양시,특수진료실,방사선옥소입원치료실,0,0
경남,거제시,특수진료실,방사선옥소입원치료실,0,0
경남,양산시,특수진료실,방사선옥소입원치료실,2,2
제주,서귀포시,특수진료실,방사선옥소입원치료실,0,0
제주,제주시,특수진료실,방사선옥소입원치료실,2,2
서울,강남구,특수진료실,낮병동,87,214
서울,강동구,특수진료실,낮병동,29,81
서울,강서구,특수진료실,낮병동,17,92
서울,관악구,특수진료실,낮병동,14,47
서울,구로구,특수진료실,낮병동,14,92
서울,도봉구,특수진료실,낮병동,17,51
서울,동대문구,특수진료실,낮병동,23,105
서울,동작구,특수진료실,낮병동,8,11
서울,마포구,특수진료실,낮병동,37,176
서울,서대문구,특수진료실,낮병동,13,68
서울,성동구,특수진료실,낮병동,6,7
서울,성북구,특수진료실,낮병동,21,90
서울,영등포구,특수진료실,낮병동,32,140
서울,용산구,특수진료실,낮병동,6,20
서울,은평구,특수진료실,낮병동,27,209
서울,종로구,특수진료실,낮병동,40,146
서울,중구,특수진료실,낮병동,15,34
서울,송파구,특수진료실,낮병동,24,49
서울,중랑구,특수진료실,낮병동,16,31
서울,양천구,특수진료실,낮병동,24,75
서울,서초구,특수진료실,낮병동,75,223
서울,노원구,특수진료실,낮병동,17,55
서울,광진구,특수진료실,낮병동,8,26
서울,강북구,특수진료실,낮병동,14,56
서울,금천구,특수진료실,낮병동,9,23
부산,남구,특수진료실,낮병동,5,40
부산,동구,특수진료실,낮병동,3,4
부산,동래구,특수진료실,낮병동,10,19
부산,진구,특수진료실,낮병동,59,114
부산,북구,특수진료실,낮병동,7,8
부산,서구,특수진료실,낮병동,13,112
부산,영도구,특수진료실,낮병동,5,12
부산,중구,특수진료실,낮병동,2,8
부산,해운대구,특수진료실,낮병동,33,99
부산,사하구,특수진료실,낮병동,7,33
부산,금정구,특수진료실,낮병동,4,104
부산,강서구,특수진료실,낮병동,0,0
부산,연제구,특수진료실,낮병동,1,2
부산,수영구,특수진료실,낮병동,5,14
부산,사상구,특수진료실,낮병동,8,66
부산,기장군,특수진료실,낮병동,7,13
대구,남구,특수진료실,낮병동,5,10
대구,동구,특수진료실,낮병동,7,20
대구,북구,특수진료실,낮병동,21,45
대구,서구,특수진료실,낮병동,2,4
대구,수성구,특수진료실,낮병동,39,50
대구,중구,특수진료실,낮병동,23,34
대구,달서구,특수진료실,낮병동,32,156
대구,달성군,특수진료실,낮병동,3,4
인천,미추홀구,특수진료실,낮병동,18,45
인천,동구,특수진료실,낮병동,1,6
인천,부평구,특수진료실,낮병동,29,193
인천,중구,특수진료실,낮병동,2,14
인천,서구,특수진료실,낮병동,14,77
인천,남동구,특수진료실,낮병동,31,83
인천,연수구,특수진료실,낮병동,9,39
인천,계양구,특수진료실,낮병동,7,21
인천,강화군,특수진료실,낮병동,1,1
인천,옹진군,특수진료실,낮병동,0,0
광주,동구,특수진료실,낮병동,6,19
광주,북구,특수진료실,낮병동,22,128
광주,서구,특수진료실,낮병동,27,108
광주,광산구,특수진료실,낮병동,23,58
광주,남구,특수진료실,낮병동,8,18
대전,유성구,특수진료실,낮병동,8,15
대전,대덕구,특수진료실,낮병동,8,26
대전,서구,특수진료실,낮병동,20,71
대전,동구,특수진료실,낮병동,3,5
대전,중구,특수진료실,낮병동,7,57
울산,남구,특수진료실,낮병동,29,54
울산,동구,특수진료실,낮병동,4,26
울산,중구,특수진료실,낮병동,5,27
울산,북구,특수진료실,낮병동,0,0
울산,울주군,특수진료실,낮병동,8,20
세종,세종시,특수진료실,낮병동,28,54
경기,가평군,특수진료실,낮병동,0,0
경기,양평군,특수진료실,낮병동,5,16
경기,여주시,특수진료실,낮병동,2,2
경기,연천군,특수진료실,낮병동,0,0
경기,광명시,특수진료실,낮병동,14,42
경기,동두천시,특수진료실,낮병동,4,8
경기,부천시,특수진료실,낮병동,42,176
경기,성남시 수정구,특수진료실,낮병동,10,13
경기,성남시 중원구,특수진료실,낮병동,6,48
경기,성남시 분당구,특수진료실,낮병동,21,63
경기,수원시 권선구,특수진료실,낮병동,29,98
경기,수원시 장안구,특수진료실,낮병동,7,43
경기,수원시 팔달구,특수진료실,낮병동,8,28
경기,수원시 영통구,특수진료실,낮병동,8,36
경기,안양시 만안구,특수진료실,낮병동,8,12
경기,안양시 동안구,특수진료실,낮병동,16,101
경기,의정부시,특수진료실,낮병동,6,37
경기,과천시,특수진료실,낮병동,1,5
경기,구리시,특수진료실,낮병동,6,15
경기,안산시 단원구,특수진료실,낮병동,21,145
경기,안산시 상록구,특수진료실,낮병동,5,19
경기,평택시,특수진료실,낮병동,6,11
경기,하남시,특수진료실,낮병동,4,10
경기,군포시,특수진료실,낮병동,6,14
경기,남양주시,특수진료실,낮병동,13,23
경기,의왕시,특수진료실,낮병동,3,4
경기,시흥시,특수진료실,낮병동,10,19
경기,오산시,특수진료실,낮병동,4,11
경기,고양시 덕양구,특수진료실,낮병동,8,18
경기,고양시 일산 서구,특수진료실,낮병동,4,13
경기,고양시 일산 동구,특수진료실,낮병동,19,76
경기,용인기흥구,특수진료실,낮병동,11,75
경기,용인수지구,특수진료실,낮병동,7,32
경기,용인처인구,특수진료실,낮병동,5,16
경기,이천시,특수진료실,낮병동,7,22
경기,파주시,특수진료실,낮병동,6,19
경기,김포시,특수진료실,낮병동,10,22
경기,안성시,특수진료실,낮병동,3,7
경기,화성시,특수진료실,낮병동,15,66
경기,광주시,특수진료실,낮병동,5,39
경기,양주시,특수진료실,낮병동,2,3
경기,포천시,특수진료실,낮병동,2,5
강원,고성군,특수진료실,낮병동,0,0
강원,양구군,특수진료실,낮병동,0,0
강원,양양군,특수진료실,낮병동,1,2
강원,영월군,특수진료실,낮병동,0,0
강원,인제군,특수진료실,낮병동,1,2
강원,정선군,특수진료실,낮병동,0,0
강원,철원군,특수진료실,낮병동,1,6
강원,평창군,특수진료실,낮병동,0,0
강원,홍천군,특수진료실,낮병동,1,2
강원,화천군,특수진료실,낮병동,1,2
강원,횡성군,특수진료실,낮병동,1,2
강원,강릉시,특수진료실,낮병동,11,26
강원,동해시,특수진료실,낮병동,1,1
강원,속초시,특수진료실,낮병동,2,7
강원,원주시,특수진료실,낮병동,10,24
강원,춘천시,특수진료실,낮병동,6,17
강원,태백시,특수진료실,낮병동,3,11
강원,삼척시,특수진료실,낮병동,3,5
충북,괴산군,특수진료실,낮병동,0,0
충북,단양군,특수진료실,낮병동,2,6
충북,보은군,특수진료실,낮병동,0,0
충북,영동군,특수진료실,낮병동,0,0
충북,옥천군,특수진료실,낮병동,1,3
충북,음성군,특수진료실,낮병동,4,6
충북,진천군,특수진료실,낮병동,0,0
충북,증평군,특수진료실,낮병동,0,0
충북,청주시 상당구,특수진료실,낮병동,0,0
충북,청주시 흥덕구,특수진료실,낮병동,16,79
충북,청주시 청원구,특수진료실,낮병동,7,23
충북,청주시 서원구,특수진료실,낮병동,3,19
충북,충주시,특수진료실,낮병동,6,20
충북,제천시,특수진료실,낮병동,2,2
충남,금산군,특수진료실,낮병동,2,2
충남,당진시,특수진료실,낮병동,3,12
충남,부여군,특수진료실,낮병동,1,1
충남,서천군,특수진료실,낮병동,1,5
충남,예산군,특수진료실,낮병동,2,2
충남,청양군,특수진료실,낮병동,0,0
충남,홍성군,특수진료실,낮병동,3,6
충남,태안군,특수진료실,낮병동,1,4
충남,천안시 서북구,특수진료실,낮병동,25,62
충남,천안시 동남구,특수진료실,낮병동,21,62
충남,공주시,특수진료실,낮병동,1,1
충남,보령시,특수진료실,낮병동,1,4
충남,아산시,특수진료실,낮병동,14,42
충남,서산시,특수진료실,낮병동,4,10
충남,논산시,특수진료실,낮병동,1,2
충남,계룡시,특수진료실,낮병동,0,0
전북,고창군,특수진료실,낮병동,3,13
전북,무주군,특수진료실,낮병동,0,0
전북,부안군,특수진료실,낮병동,1,2
전북,순창군,특수진료실,낮병동,0,0
전북,완주군,특수진료실,낮병동,5,83
전북,임실군,특수진료실,낮병동,0,0
전북,장수군,특수진료실,낮병동,0,0
전북,진안군,특수진료실,낮병동,0,0
전북,군산시,특수진료실,낮병동,12,59
전북,남원시,특수진료실,낮병동,1,4
전북,익산시,특수진료실,낮병동,16,42
전북,전주시 완산구,특수진료실,낮병동,25,149
전북,전주시 덕진구,특수진료실,낮병동,23,109
전북,정읍시,특수진료실,낮병동,5,26
전북,김제시,특수진료실,낮병동,1,1
전남,강진군,특수진료실,낮병동,0,0
전남,고흥군,특수진료실,낮병동,1,3
전남,곡성군,특수진료실,낮병동,0,0
전남,구례군,특수진료실,낮병동,0,0
전남,담양군,특수진료실,낮병동,0,0
전남,무안군,특수진료실,낮병동,1,1
전남,보성군,특수진료실,낮병동,0,0
전남,신안군,특수진료실,낮병동,2,2
전남,영광군,특수진료실,낮병동,3,21
전남,영암군,특수진료실,낮병동,1,30
전남,완도군,특수진료실,낮병동,0,0
전남,장성군,특수진료실,낮병동,0,0
전남,장흥군,특수진료실,낮병동,2,12
전남,진도군,특수진료실,낮병동,0,0
전남,함평군,특수진료실,낮병동,0,0
전남,해남군,특수진료실,낮병동,0,0
전남,화순군,특수진료실,낮병동,1,16
전남,나주시,특수진료실,낮병동,2,57
전남,목포시,특수진료실,낮병동,9,20
전남,순천시,특수진료실,낮병동,15,44
전남,여수시,특수진료실,낮병동,7,11
전남,광양시,특수진료실,낮병동,3,15
경북,고령군,특수진료실,낮병동,1,4
경북,군위군,특수진료실,낮병동,0,0
경북,봉화군,특수진료실,낮병동,0,0
경북,성주군,특수진료실,낮병동,0,0
경북,영덕군,특수진료실,낮병동,1,2
경북,영양군,특수진료실,낮병동,0,0
경북,예천군,특수진료실,낮병동,0,0
경북,울릉군,특수진료실,낮병동,0,0
경북,울진군,특수진료실,낮병동,1,4
경북,의성군,특수진료실,낮병동,1,3
경북,청도군,특수진료실,낮병동,0,0
경북,청송군,특수진료실,낮병동,0,0
경북,칠곡군,특수진료실,낮병동,0,0
경북,경주시,특수진료실,낮병동,2,9
경북,구미시,특수진료실,낮병동,13,27
경북,김천시,특수진료실,낮병동,1,20
경북,안동시,특수진료실,낮병동,7,20
경북,영주시,특수진료실,낮병동,2,5
경북,영천시,특수진료실,낮병동,3,24
경북,포항시 남구,특수진료실,낮병동,5,10
경북,포항시 북구,특수진료실,낮병동,11,60
경북,문경시,특수진료실,낮병동,1,1
경북,상주시,특수진료실,낮병동,0,0
경북,경산시,특수진료실,낮병동,9,13
경남,거창군,특수진료실,낮병동,2,3
경남,고성군,특수진료실,낮병동,0,0
경남,남해군,특수진료실,낮병동,0,0
경남,산청군,특수진료실,낮병동,0,0
경남,의령군,특수진료실,낮병동,0,0
경남,창녕군,특수진료실,낮병동,3,14
경남,하동군,특수진료실,낮병동,4,13
경남,함안군,특수진료실,낮병동,0,0
경남,함양군,특수진료실,낮병동,1,4
경남,합천군,특수진료실,낮병동,0,0
경남,김해시,특수진료실,낮병동,10,15
경남,사천시,특수진료실,낮병동,1,10
경남,진주시,특수진료실,낮병동,7,32
경남,창원시 마산회원구,특수진료실,낮병동,14,52
경남,창원시 마산합포구,특수진료실,낮병동,4,12
경남,창원시 진해구,특수진료실,낮병동,12,26
경남,창원시 의창구,특수진료실,낮병동,10,40
경남,창원시 성산구,특수진료실,낮병동,5,32
경남,통영시,특수진료실,낮병동,2,4
경남,밀양시,특수진료실,낮병동,0,0
경남,거제시,특수진료실,낮병동,3,14
경남,양산시,특수진료실,낮병동,17,57
제주,서귀포시,특수진료실,낮병동,7,36
제주,제주시,특수진료실,낮병동,13,43
서울,강남구,기타,조혈모처치실,1,-
서울,강동구,기타,조혈모처치실,1,-
서울,강서구,기타,조혈모처치실,0,-
서울,관악구,기타,조혈모처치실,0,-
서울,구로구,기타,조혈모처치실,1,-
서울,도봉구,기타,조혈모처치실,0,-
서울,동대문구,기타,조혈모처치실,1,-
서울,동작구,기타,조혈모처치실,0,-
서울,마포구,기타,조혈모처치실,0,-
서울,서대문구,기타,조혈모처치실,1,-
서울,성동구,기타,조혈모처치실,1,-
서울,성북구,기타,조혈모처치실,1,-
서울,영등포구,기타,조혈모처치실,0,-
서울,용산구,기타,조혈모처치실,1,-
서울,은평구,기타,조혈모처치실,0,-
서울,종로구,기타,조혈모처치실,1,-
서울,중구,기타,조혈모처치실,0,-
서울,송파구,기타,조혈모처치실,1,-
서울,중랑구,기타,조혈모처치실,0,-
서울,양천구,기타,조혈모처치실,1,-
서울,서초구,기타,조혈모처치실,1,-
서울,노원구,기타,조혈모처치실,1,-
서울,광진구,기타,조혈모처치실,1,-
서울,강북구,기타,조혈모처치실,0,-
서울,금천구,기타,조혈모처치실,0,-
부산,남구,기타,조혈모처치실,0,-
부산,동구,기타,조혈모처치실,0,-
부산,동래구,기타,조혈모처치실,0,-
부산,진구,기타,조혈모처치실,1,-
부산,북구,기타,조혈모처치실,0,-
부산,서구,기타,조혈모처치실,3,-
부산,영도구,기타,조혈모처치실,0,-
부산,중구,기타,조혈모처치실,0,-
부산,해운대구,기타,조혈모처치실,1,-
부산,사하구,기타,조혈모처치실,0,-
부산,금정구,기타,조혈모처치실,0,-
부산,강서구,기타,조혈모처치실,0,-
부산,연제구,기타,조혈모처치실,0,-
부산,수영구,기타,조혈모처치실,0,-
부산,사상구,기타,조혈모처치실,0,-
부산,기장군,기타,조혈모처치실,0,-
대구,남구,기타,조혈모처치실,2,-
대구,동구,기타,조혈모처치실,1,-
대구,북구,기타,조혈모처치실,0,-
대구,서구,기타,조혈모처치실,0,-
대구,수성구,기타,조혈모처치실,0,-
대구,중구,기타,조혈모처치실,2,-
대구,달서구,기타,조혈모처치실,0,-
대구,달성군,기타,조혈모처치실,0,-
인천,미추홀구,기타,조혈모처치실,0,-
인천,동구,기타,조혈모처치실,0,-
인천,부평구,기타,조혈모처치실,0,-
인천,중구,기타,조혈모처치실,1,-
인천,서구,기타,조혈모처치실,0,-
인천,남동구,기타,조혈모처치실,1,-
인천,연수구,기타,조혈모처치실,0,-
인천,계양구,기타,조혈모처치실,0,-
인천,강화군,기타,조혈모처치실,0,-
인천,옹진군,기타,조혈모처치실,0,-
광주,동구,기타,조혈모처치실,1,-
광주,북구,기타,조혈모처치실,0,-
광주,서구,기타,조혈모처치실,0,-
광주,광산구,기타,조혈모처치실,0,-
광주,남구,기타,조혈모처치실,0,-
대전,유성구,기타,조혈모처치실,0,-
대전,대덕구,기타,조혈모처치실,0,-
대전,서구,기타,조혈모처치실,0,-
대전,동구,기타,조혈모처치실,0,-
대전,중구,기타,조혈모처치실,2,-
울산,남구,기타,조혈모처치실,0,-
울산,동구,기타,조혈모처치실,1,-
울산,중구,기타,조혈모처치실,0,-
울산,북구,기타,조혈모처치실,0,-
울산,울주군,기타,조혈모처치실,0,-
세종,세종시,기타,조혈모처치실,0,-
경기,가평군,기타,조혈모처치실,0,-
경기,양평군,기타,조혈모처치실,0,-
경기,여주시,기타,조혈모처치실,0,-
경기,연천군,기타,조혈모처치실,0,-
경기,광명시,기타,조혈모처치실,0,-
경기,동두천시,기타,조혈모처치실,0,-
경기,부천시,기타,조혈모처치실,1,-
경기,성남시 수정구,기타,조혈모처치실,0,-
경기,성남시 중원구,기타,조혈모처치실,0,-
경기,성남시 분당구,기타,조혈모처치실,2,-
경기,수원시 권선구,기타,조혈모처치실,0,-
경기,수원시 장안구,기타,조혈모처치실,0,-
경기,수원시 팔달구,기타,조혈모처치실,1,-
경기,수원시 영통구,기타,조혈모처치실,1,-
경기,안양시 만안구,기타,조혈모처치실,0,-
경기,안양시 동안구,기타,조혈모처치실,0,-
경기,의정부시,기타,조혈모처치실,0,-
경기,과천시,기타,조혈모처치실,0,-
경기,구리시,기타,조혈모처치실,0,-
경기,안산시 단원구,기타,조혈모처치실,1,-
경기,안산시 상록구,기타,조혈모처치실,0,-
경기,평택시,기타,조혈모처치실,0,-
경기,하남시,기타,조혈모처치실,0,-
경기,군포시,기타,조혈모처치실,0,-
경기,남양주시,기타,조혈모처치실,0,-
경기,의왕시,기타,조혈모처치실,0,-
경기,시흥시,기타,조혈모처치실,0,-
경기,오산시,기타,조혈모처치실,0,-
경기,고양시 덕양구,기타,조혈모처치실,0,-
경기,고양시 일산 서구,기타,조혈모처치실,0,-
경기,고양시 일산 동구,기타,조혈모처치실,1,-
경기,용인기흥구,기타,조혈모처치실,0,-
경기,용인수지구,기타,조혈모처치실,0,-
경기,용인처인구,기타,조혈모처치실,0,-
